             0,   -0.05325811
        0.0045,   -0.05346602
         0.009,   -0.05359959
        0.0135,   -0.05342109
         0.018,   -0.05326399
        0.0225,   -0.05335512
         0.027,   -0.05342039
        0.0315,   -0.05332794
         0.036,   -0.05338551
        0.0405,   -0.05343869
         0.045,   -0.05337131
        0.0495,   -0.05331716
         0.054,   -0.05334217
        0.0585,   -0.05329002
         0.063,   -0.05330672
        0.0675,   -0.05333894
         0.072,   -0.05330873
        0.0765,   -0.05323561
         0.081,   -0.05323523
        0.0855,   -0.05324531
          0.09,   -0.05320562
        0.0945,   -0.05328587
         0.099,     -0.053377
        0.1035,   -0.05331182
         0.108,    -0.0531794
        0.1125,   -0.05322841
         0.117,   -0.05329894
        0.1215,   -0.05320635
         0.126,   -0.05319329
        0.1305,   -0.05327637
         0.135,   -0.05334483
        0.1395,   -0.05328573
         0.144,   -0.05324011
        0.1485,   -0.05328044
         0.153,   -0.05329827
        0.1575,   -0.05334099
         0.162,   -0.05338279
        0.1665,    -0.0533196
         0.171,   -0.05326575
        0.1755,   -0.05325794
          0.18,   -0.05322511
        0.1845,   -0.05322606
         0.189,   -0.05332093
        0.1935,   -0.05333405
         0.198,   -0.05323539
        0.2025,   -0.05318952
         0.207,    -0.0531822
        0.2115,    -0.0531267
         0.216,    -0.0530658
        0.2205,   -0.05306722
         0.225,   -0.05303867
        0.2295,   -0.05294926
         0.234,   -0.05283901
        0.2385,    -0.0528501
         0.243,   -0.05283704
        0.2475,   -0.05286063
         0.252,   -0.05282617
        0.2565,   -0.05280619
         0.261,   -0.05273845
        0.2655,   -0.05265323
          0.27,   -0.05255308
        0.2745,   -0.05250537
         0.279,   -0.05245526
        0.2835,   -0.05245625
         0.288,   -0.05233658
        0.2925,   -0.05218804
         0.297,   -0.05211618
        0.3015,   -0.05200331
         0.306,   -0.05191526
        0.3105,   -0.05184158
         0.315,   -0.05180506
        0.3195,   -0.05165595
         0.324,   -0.05147342
        0.3285,   -0.05132126
         0.333,   -0.05118397
        0.3375,   -0.05102061
         0.342,   -0.05088385
        0.3465,   -0.05071058
         0.351,    -0.0505013
        0.3555,   -0.05024545
          0.36,   -0.04995253
        0.3645,   -0.04965645
         0.369,   -0.04933896
        0.3735,   -0.04902929
         0.378,   -0.04863026
        0.3825,   -0.04817867
         0.387,   -0.04766798
        0.3915,    -0.0471983
         0.396,   -0.04666711
        0.4005,   -0.04611284
         0.405,   -0.04549319
        0.4095,   -0.04481692
         0.414,   -0.04404096
        0.4185,   -0.04321343
         0.423,   -0.04238103
        0.4275,   -0.04145453
         0.432,   -0.04045671
        0.4365,   -0.03937056
         0.441,   -0.03819454
        0.4455,   -0.03692334
          0.45,   -0.03558254
        0.4545,   -0.03417261
         0.459,   -0.03270647
        0.4635,   -0.03118235
         0.468,   -0.02957117
        0.4725,   -0.02788239
         0.477,   -0.02607984
        0.4815,    -0.0242615
         0.486,    -0.0223588
        0.4905,   -0.02041158
         0.495,   -0.01839131
        0.4995,   -0.01630606
         0.504,   -0.01414726
        0.5085,     -0.011935
         0.513,  -0.009670981
        0.5175,  -0.007341896
         0.522,  -0.004959519
        0.5265,  -0.002561127
         0.531,-4.008859e-005
        0.5355,    0.00240554
          0.54,   0.004951231
        0.5445,   0.007524896
         0.549,    0.01015819
        0.5535,      0.012793
         0.558,    0.01547896
        0.5625,    0.01819626
         0.567,    0.02095631
        0.5715,     0.0237286
         0.576,    0.02655525
        0.5805,    0.02939095
         0.585,    0.03225895
        0.5895,    0.03514862
         0.594,    0.03805966
        0.5985,    0.04099872
         0.603,    0.04395283
        0.6075,    0.04694588
         0.612,    0.04993991
        0.6165,    0.05292752
         0.621,    0.05595782
        0.6255,    0.05902584
          0.63,    0.06209257
        0.6345,    0.06518411
         0.639,    0.06829022
        0.6435,    0.07141532
         0.648,    0.07454786
        0.6525,    0.07769892
         0.657,    0.08085914
        0.6615,    0.08402307
         0.666,    0.08720833
        0.6705,    0.09041654
         0.675,     0.0936216
        0.6795,     0.0968508
         0.684,     0.1000821
        0.6885,     0.1033363
         0.693,     0.1065082
        0.6975,     0.1097833
         0.702,     0.1130574
        0.7065,     0.1163103
         0.711,      0.119614
        0.7155,     0.1229222
          0.72,     0.1262359
        0.7245,     0.1295587
         0.729,      0.132887
        0.7335,     0.1362304
         0.738,     0.1395704
        0.7425,     0.1429186
         0.747,     0.1462836
        0.7515,      0.149612
         0.756,     0.1529824
        0.7605,     0.1563656
         0.765,     0.1597486
        0.7695,     0.1631307
         0.774,     0.1665319
        0.7785,     0.1699402
         0.783,     0.1733488
        0.7875,     0.1767621
         0.792,     0.1801828
        0.7965,      0.183578
         0.801,     0.1870218
        0.8055,     0.1904632
          0.81,     0.1939111
        0.8145,     0.1973447
         0.819,      0.200808
        0.8235,     0.2042586
         0.828,      0.207712
        0.8325,      0.211185
         0.837,     0.2146253
        0.8415,     0.2180992
         0.846,     0.2215645
        0.8505,     0.2250524
         0.855,     0.2285407
        0.8595,     0.2320343
         0.864,      0.235528
        0.8685,     0.2390441
         0.873,      0.242544
        0.8775,     0.2460417
         0.882,     0.2495131
        0.8865,     0.2530251
         0.891,     0.2565366
        0.8955,     0.2600565
           0.9,     0.2635663
